keys,12/28/2015,1/28/2016,2/28/2016,3/28/2016,4/28/2016,5/28/2016,6/28/2016,7/28/2016,8/28/2016,9/28/2016,10/28/2016,11/28/2016,12/28/2016,1/28/2017,2/28/2017,3/28/2017,4/28/2017,5/28/2017,6/28/2017,7/28/2017,8/28/2017,9/28/2017,10/28/2017,11/28/2017,12/28/2017,1/28/2018,2/28/2018,3/28/2018,4/28/2018,5/28/2018,6/28/2018,7/28/2018,8/28/2018,9/28/2018,10/28/2018,11/28/2018
Product1,13873,17390,17183,24394,18429,14214,20430,20027,27437,32511,10840,12357,16948,17782,16077,50483,10908,7719,21092,22865,33425,24885,16097.464,21612,15340,23447,27744,26025,12824,28627,40390,22905,39370,29979.5,17519,10493
